unique_id,release_year,title,origin,genre,plot
4927,2003,Indian Babu,Bollywood,,Dil (Gurline Chopra) is getting engaged to Abhay Thakur (Rajat Gawda)against he wish. Suddenly she feels pain in her heart and it is discovered she has a hole in her heart. Abhay's uncle who is from London decides to send Dil to London for her treatment.
4928,2003,Inteha,Bollywood,drama,"Nandini and Tina are stepsisters and after their father's death Nandini takes care of Tina as her daughter, but Tina detests her and falls in love with Ranbir, a charming but an enigmatic stranger . Nandini is wary initially and warns Ranbir to stay away.Her curiosity mounting Nandini starts making enquiries and Ranbir in the meantime senses trouble . The deeper she delves into his past more she is troubled."
4929,2003,Ishq Vishk,Bollywood,romance,"Rajiv (Shahid Kapoor) wants to be one of the popular kids of his college. However, due to the lack of a girlfriend, Danny (Shabhi) and Javed (Kapil Jhaveri) mock him and his best friend Mambo. Javed and Danny plan a trip to Alibagh and invite Rajiv and Mambo only on condition that they come along with girls."
4930,2003,Jajantaram Mamantaram,Bollywood,,Aditya is carried to a magical island where he helps the tiny locals defeat the giant Jhamunda.
4931,2003,Janasheen,Bollywood,thriller,"Lucky Kapoor (Fardeen Khan) lives in Australia and has no interest in taking over his father Virendra Kapoor's (Harsh Chhaya) business in India. Meanwhile, Saba Karim Khan (Feroz Khan) has a great interest in a plot of land owned by Mr. Kapoor, but Mr. Kapoor has no interest in selling. Khan thus has Mr. Kapoor killed, making it look like an accident."
4932,2003,Jhankaar Beats,Bollywood,drama,This movie was a tribute to R. D. Burman.
4933,2003,Jism,Bollywood,drama,"Kabir (John Abraham), an unhappy, rather poor, alcoholic lawyer lives a playboy lifestyle in Pondicherry. Kabir's best friends, Siddharth (Vinay Pathak), a policeman and Vishal (Ranvir Shorey), his colleague, try to keep him away from trouble. He meets Sonia Khanna (Bipasha Basu), the beautiful wife of a travelling millionaire, Rohit Khanna (Gulshan Grover)."
4934,2003,Jodi Kya Banayi Wah Wah Ramji,Bollywood,,The story is a riotous comedy about a suspense thriller writer's search for a love affair.[1]
4935,2003,Joggers Park,Bollywood,,"The film opens at a Rotary Club function to honour a retired Justice Jyotin Chatterjee. The judge has served the profession all his life with honour and spotless integrity. As he is about to retire, he recognises there will now be a void in his life."
4936,2003,Kagaar: Life on the Edge,Bollywood,,"Naive, simple-minded, and illiterate Bhaskar Sarnaik (Amitabh Dayal) comes to Bombay from his far-off village, to look for his missing brother, Raghuvir. He comes in contact with Sub-Inspector Gokhale (Om Puri), who feels sorry for him, and not only offers to find his brother, but also employment at an Irani Restaurant. Bhaskar does find his brother - in the morgue - but decides not to tell his mother as this may break her heart."
4937,2003,Kaise Kahoon Ke... Pyaar Hai,Bollywood,,"Karan (Amit Hongorani) is the son of Lakshmi (Farida Jalal) and Dharam (Dharmendra). His father is a professional robber, so his mother leaves him to raise Karan and his sister Kiran in dignity. However, when Karan comes of age, he supports his fathers nocturnal adventures and becomes a successful burglar."
4938,2003,Kal Ho Naa Ho,Bollywood,drama,"Naina Catherine Kapur is a pessimistic, uptight MBA student who lives in New York City with her widowed mother Jennifer Kapur, her biological brother Shiv and her adopted sister, Gia. Jennifer runs an unsuccessful restaurant with her neighbour, Jaswinder ""Jazz"" Kapoor. Jennifer's mother-in-law, Lajjo, is cold to Jennifer and Gia; she believes that Gia's adoption led her son (Jennifer's husband) to suicide."
4939,2003,Kash Aap Hamare Hote,Bollywood,romance,"Amrita (Juhi Babbar) is the adopted daughter of Yashwant Raj Mankotia (Om Puri). Amrita was actually the daughter of late Yashwant Raj's friend. Yashwant has a son, Randeep Raj Mankotia (Sharad Kapoor) who is in Canada."
4940,2003,Khushi,Bollywood,romance,"Khushi tells the story of a boy and girl, who are in love, but are kept apart by their inflated egos. Karan (Fardeen Khan) is born in Kolkata, while Khushi (Kareena Kapoor) is born in a village in Uttarakhand. Karan intends going to Canada for further studies, but, due to an accident, is forced to enroll in the Mumbai University."
4941,2003,Khwahish,Bollywood,drama,"Amar (Malik), rich, stubborn, and serious, meets Lekha (Sherawat) in a shop. While Lekha is poor, (the daughter of chicken farmer), she is a happy, frank, and straightforward girl. When Amar and Lekha study in college, they spend time together and finally fall in love."
4942,2003,Koi... Mil Gaya,Bollywood,romance,"Scientist Sanjay Mehra (Rakesh Roshan) creates a computer program from which he sends variations of the syllable om into space, hoping to attract the attention of extraterrestrial life. When he believes he has finally received a response, the scientific community mocks him. While driving home, an alien spacecraft appears overhead."
4943,2003,Kucch To Hai,Bollywood,thriller,"Karan (Tusshar Kapoor) and Natasha (Anita Hassanandani) are childhood friends. Natasha has always loved Karan, albeit secretly and wanted to marry him. Karan, however, falls for Tanya (Esha Deol), the new admission in college."
4944,2003,Kuch Naa Kaho,Bollywood,drama,"This plot is all about a woman named Namrata- how she was abandoned by her own lover. Raj is a happy and free-spirited American bachelor who visits his ancestral homeland in Mumbai, India in order to attend his cousin's wedding where he finds himself pushed towards marriage by his overzealous uncle (Satish Shah). His uncle's employee, Namrata (Aishwarya Rai) chaperones Raj on a series of set-ups /hook-ups that he deliberately sabotages."
4945,2003,LOC Kargil,Bollywood,war,"The film opens with a dramatic shot of an Indian soldier's wireless set chirping frantic commands from one of the army bases, calling a patrol to report in while the radio operator lies dead in the snow. After frantic attempts from battalions to locate their lost patrols, the Indian Army HQ in Jammu and Kashmir decides to deploy more troops. Lts."
4946,2003,Main Madhuri Dixit Banna Chahti Hoon,Bollywood,comedy,"Chutki (Antara Mali) is an enormous fan of Bollywood film star Madhuri Dixit and pines for the chance to follow in her idol's footsteps. As she makes her wishes known to her parents, she learns that her parents have other plans for her that include an arranged marriage. Fortunately, Chutki's best friend Raja (Rajpal Yadav) shares her dreams and offers to marry her so that they can work on Chutki's acting career."
4947,2003,Main Prem Ki Diwani Hoon,Bollywood,romance,"Sanjana (Kareena Kapoor) is a young woman, full of life. She has just graduated from college and is not happy about the concept of arranged marriage, much to the dismay of her mother Susheela (Himani Shivpuri). Roopa – Sanjana's older sister who has settled in the U.S., phones her parents and informs them that her friend Prem has seen Sanjana's picture and is interested in getting to know her."
4948,2003,Matrubhoomi: A Nation Without Women,Bollywood,drama,"The story begins in a rural village in Bihar,[6] with the delivery of a baby girl to a village couple. Her disappointed father, who was hoping for a boy, drowns her in vat of milk in a public ceremony. Many years later somewhere around 2050 A.D.,[6] this unchecked trend leads to the village being populated solely by males."
4949,2003,Mumbai Matinee,Bollywood,,"Debu (Rahul Bose) is a 32-year-old advertising agent, but has a serious problem in that he is still a virgin. He meets Baba Hindustani (Vijay Raaz) in a hotel who promises to cure him of the teasing he gets from being a virgin. He later meets Nitin Kapoor, a film-maker (Saurabh Shukla) who later films him as he works out in the gym and other physical activities."
4950,2003,Munna Bhai M.B.B.S.,Bollywood,comedy,"Murli Prasad Sharma (Sanjay Dutt), nicknamed ""Munna Bhai"" (literally ""Brother Munna"") is a bhai or gunda: a good-natured don in the Mumbai underworld. Given that his father had wished him to be a medical doctor, he creates the faux Sri Hari Prasad Sharma Charitable Hospital (named after his father) and pretends to live in accordance with this wish whenever his father (Sunil Dutt) and mother (Rohini Hattangadi) visit him in Mumbai. One year, however, Munna's plan goes awry when his father meets an old acquaintance, Dr."
4951,2003,Nayee Padosan,Bollywood,,"The story revolves around the female protagonist or the 'Nayee Padosan' (Mahek Chahal) who has shifted into a new locality. Her simplicity, righteousness and no-nonsense attitude are qualities any man would want his life partner to possess. Three different boys Raju (Anuj Sawhney), Raja (Aslam Khan) and Ram (Vikas Kalantri) from different backgrounds, characteristics and eventually modus operandi are swept head over heals in love with the girl."
4952,2003,Om,Bollywood,,"Om has been banished from Mumbai for a period of 2 years. Shortly after the beginning of these two years, Mr.Dhariwal goes to Om's mother and begs that she call Om back to Mumbai. The reason he needs Om is because his daughter Sandali has been kidnapped by Ghotia Bhai, Dhariwal's associate."
4953,2003,Out of Control,Bollywood,comedy,"Jaswinder (Ritesh Deshmukh) goes to the United States, promising his parents that he will return soon and his sister's marriage will be set. In America, he meets an American girl named Sally (Brande Roderick) and marries her for his visa. He obviously forgets the promise he made to his parents."
4954,2003,Pinjar,Bollywood,drama,"""Pinjar"" is set in the time of the 1947 partition. Puro is a young woman of Hindu background, who lives a happy, comfortable life with her family. She is engaged to a wealthy, kind young man, Ramchand, who is from a promising family."
